,ID,SMILES
59,pubchem:3362,CCC(=O)C1=C(C=C(C=C1O)O)O
60,pubchem:3363,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
61,pubchem:3364,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
62,pubchem:3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
63,pubchem:3366,C1=NC(=O)NC(=C1F)N
64,pubchem:3367,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
65,pubchem:3368,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N
66,pubchem:3369,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
67,pubchem:3370,CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O
68,pubchem:3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
69,pubchem:3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
70,pubchem:3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
71,pubchem:3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
72,pubchem:3375,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
73,pubchem:3376,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F
74,pubchem:3377,C1C[NH+](CC[NH+]1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
75,pubchem:3378,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
76,pubchem:3379,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
77,pubchem:3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
78,pubchem:3381,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
79,pubchem:3382,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
80,pubchem:3383,C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)C(=O)O
81,pubchem:3384,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
82,pubchem:3385,C1=C(C(=O)NC(=O)N1)F
83,pubchem:3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
84,pubchem:3387,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
85,pubchem:3388,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
86,pubchem:3389,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
87,pubchem:3390,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O
88,pubchem:3391,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O
89,pubchem:3392,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
90,pubchem:3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
91,pubchem:3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
92,pubchem:3395,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C
93,pubchem:3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
94,pubchem:3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
95,pubchem:3398,C1COC2(N1CC(=O)N(C3=C2C=C(C=C3)Cl)CCO)C4=CC=CC=C4F
96,pubchem:3399,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
97,pubchem:3400,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F
98,pubchem:3401,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
99,pubchem:3402,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF
100,pubchem:3403,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
101,pubchem:3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
102,pubchem:3405,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
103,pubchem:3406,CC1=CNN=C1
104,pubchem:3407,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3
105,pubchem:3408,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O
106,pubchem:3409,COC1=CC=C(C=C1)C2=COC3=CC(=O)C=CC3=C2O
107,pubchem:3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
108,pubchem:3411,C1=NC(=O)C2=NNC(=C2N1)C3C(C(C(O3)CO)O)O
109,pubchem:3412,CC(=O)NC(CCCN(C=O)O)C(=O)NC(CO)C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C=O)O)O
110,pubchem:3413,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O
111,pubchem:3414,C(=O)([O-])P(=O)([O-])[O-]
112,pubchem:3416,CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O
113,pubchem:3417,CC1C(O1)P(=O)(O)O
114,pubchem:3418,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O
115,pubchem:3419,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3
116,pubchem:3420,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
117,pubchem:3421,CC1C(O1)P(=O)([O-])[O-]
118,pubchem:3422,CC(C=CC1CC=CC(=O)O1)(C(CC(C=CC=CC=CCO)O)OP(=O)(O)O)O
119,pubchem:3423,CC1=C(C(=C(N1)C)C(=O)OC)C(=O)C2=CC=CC=C2CC3=CC=CC=C3
120,pubchem:3424,CC1=C(NC(=C1C(=O)C2=CC=CC=C2CC3=CC=CC=C3)C)C
121,pubchem:3425,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
122,pubchem:3426,C1C(C(C(C(O1)(CO)O)O)O)O
123,pubchem:3427,CC(=CCCC(=CCCC(=CCSC1=NC=NN1)C)C)C
124,pubchem:3428,C(CC(CNCCCNCCCN)N)CN=C(N)N
125,pubchem:3429,CC(C(C(C(CO)O)O)O)O
126,pubchem:3430,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C
127,pubchem:3431,CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
128,pubchem:3432,CCCCC(C)C(C(CC(C)CCCCCCC(CC(C(C)N)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
129,pubchem:3433,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C
130,pubchem:3434,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-]
131,pubchem:3435,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
132,pubchem:3436,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-]
133,pubchem:3437,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)O
134,pubchem:3438,C1=COC(=C1)CN
135,pubchem:3439,CN(CC1=COC2=NC(=NC(=C12)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
136,pubchem:3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
137,pubchem:3441,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCO)SSCC2CCCO2)C
138,pubchem:3443,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C
139,pubchem:3444,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br
140,pubchem:3445,C1C(C=CC=C1C(=O)O)N
141,pubchem:3446,C1CCC(CC1)(CC(=O)O)CN
142,pubchem:3447,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
143,pubchem:3448,C1CNCC2=C1C(=O)NO2
144,pubchem:3449,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
145,pubchem:3450,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC
146,pubchem:3451,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C
147,pubchem:3452,C#CC(CCC(=O)O)N
148,pubchem:3453,CCCCCC=CCC=CCC=CCCCCC(=O)O
149,pubchem:3454,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
150,pubchem:3455,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
151,pubchem:3456,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
152,pubchem:3457,CCOCN1C(=C(C(=O)NC1=O)C(C)C)CC2=CC(=CC(=C2)C)C
153,pubchem:3458,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C
154,pubchem:3459,CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C
155,pubchem:3460,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
156,pubchem:3461,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
157,pubchem:3462,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCC=CC(=O)OC)O)O
158,pubchem:3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
159,pubchem:3464,C(CSC(CC(=O)O)C(=O)O)N=C(N)N
160,pubchem:3465,CC(C1C(C(C(C(O1)COCC2C(C(C(CC2(C)N)N)(C)OC3C(C(C(CO3)(C)O)(C)NC)O)O)N)O)O)O
161,pubchem:3466,C1=CC(=CC=C1C2=COC3=CC(=O)C=C(C3=C2O)O)O
162,pubchem:3467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
163,pubchem:3468,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
164,pubchem:3469,C1=CC(=C(C=C1O)C(=O)O)O
165,pubchem:3470,CC1=CCCC(=CCC(CC1)C(=C)C)C
166,pubchem:3471,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C(=O)C
167,pubchem:3472,C1=C(NC=C(C1=O)Cl)O
168,pubchem:3473,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
169,pubchem:3474,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
170,pubchem:3475,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
171,pubchem:3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
172,pubchem:3477,CN1C(=O)C23CC4=CC=CC(C4N2C(=O)C1(SS3)CO)O
173,pubchem:3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
174,pubchem:3479,C(C1C(C(C(C(=N1)NO)O)O)O)O
175,pubchem:3480,C(C1C(C(C(C2(O1)C(=O)NC(=N2)S)O)O)O)O
176,pubchem:3481,C1=CC(=CC=C1NC(C(C(C(C(CO)O)O)O)O)S(=O)(=O)O)S(=O)(=O)C2=CC=C(C=C2)NC(C(C(C(C(CO)O)O)O)O)S(=O)(=O)O
177,pubchem:3482,C1(C(C(OC(C1O)O)C(=O)N)O)O
178,pubchem:3483,C1(C2C(C(C(=O)O2)O)OC1O)O
179,pubchem:3484,C(CC(=O)NO)C(C(=O)O)N
180,pubchem:3485,C(CC=O)CC=O
181,pubchem:3486,C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N
182,pubchem:3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
183,pubchem:3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
184,pubchem:3489,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=CC=C2
185,pubchem:3490,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)([O-])[O-]
186,pubchem:3491,CC(C)(C(C(=O)NC1C(C(C(C(O1)CO)O)O)O)NC(=O)OC)SN=O
187,pubchem:3492,CC(C)(C(C(=O)NC1C(C(C(OC1O)CO)O)O)NC(=O)OC)SN=O
188,pubchem:3493,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
189,pubchem:3494,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
190,pubchem:3495,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
191,pubchem:3496,C(C(=O)O)NCP(=O)(O)O
192,pubchem:3497,CC(C)CC(CC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C3=CC=CC=C3
193,pubchem:3498,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
194,pubchem:3499,CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
195,pubchem:3500,CN1C2=CC=CC=C2C3=C4C(=C5C6=C(C=CC(=C6)OC)N(C5=C31)CC(CN(C)C)O)C(=O)NC4=O
196,pubchem:3501,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O
197,pubchem:3502,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(C2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
198,pubchem:3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
199,pubchem:3504,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCC2=CN=CC=C2
200,pubchem:3505,COC(=O)N1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
201,pubchem:3506,CC(=CC(=O)CC(C=O)C1C(CC2(C1(C(CC3C2=CCC4C3(CCC(C4(C)C(=O)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C)C)O)C)CO)O)C
202,pubchem:3507,CC1(C(NC(S1)C(C(=O)NCC2=CC=CC=C2)NC(=O)CC3=CC=CC=C3)C(=O)NC(CC4=CC=CC=C4)C(CC(=O)NCC5=NC6=CC=CC=C6N5)O)C
203,pubchem:3508,C=CCC(C=O)C1CCCC1O
204,pubchem:3509,CCCN(CCC1=CC=CC=C1)C(=O)C2C(C(CC(O2)C(=O)O)N)NC(=O)C
205,pubchem:3510,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
206,pubchem:3511,CC1(C(CC2C1(C(CC34CC(C(C3O)CCC4C2(C)O)(C)O)O)O)O)C
207,pubchem:3512,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
208,pubchem:3513,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)Cl)C(=O)O
209,pubchem:3514,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
210,pubchem:3515,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
211,pubchem:3516,COC1=CC=CC=C1OCC(CO)O
212,pubchem:3517,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
213,pubchem:3518,C1CCCN(CCC1)CCN=C(N)N
214,pubchem:3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
215,pubchem:3520,C(=N)(N)N
216,pubchem:3521,C(CSSCCN=C(N)N)N=C(N)N
217,pubchem:3522,C1=NC2=C(N1C3C(C(C(O3)CO)OP(=O)(O)O)O)NC(=NC2=O)N
218,pubchem:3523,C1=NC2=C(N1C3C4C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O4)O)NC(=NC2=O)N
219,pubchem:3524,C1=NC2=C(N1C3C4C(C(O3)CO)OP(=S)(O4)O)NC(=NC2=O)N
220,pubchem:3525,C1=NC2=C(N1C3C(C(C(O3)CO)O)OP(=O)(O)O)NC(=NC2=O)N
221,pubchem:3526,C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
222,pubchem:3527,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC=C(C)C)CC=C(C)C)C)C
223,pubchem:3528,CC(=CCCC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC=C(C)CCC=C(C)C)C)C
224,pubchem:3529,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)C)C
225,pubchem:3530,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC(CC=C(C)C)C(=C)C)CC=C(C)C)C)C
226,pubchem:3531,CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CC=C(C)C)C(=C)C)C
227,pubchem:3532,C1CNCC(=C1)C(=O)O
228,pubchem:3533,CC(=NCCSCCC(C(=O)O)N)N
229,pubchem:3534,C1COCCN1C2=CC=C(C=C2)SC3=CC=CC4=C3C(=NC(=N4)N)N
230,pubchem:3535,C1=CC(=CC2C1NC(=O)C2=CC3=CC(=C(C(=C3)Br)O)Br)I
